operateur,id_support,technologie,adresse0,adresse1,adresse2,adresse3,code_postal,coordonnees,statut,statut_last,statut_old
ORANGE,2825177,LTE 2600,,43 rue de la Republique,,,42600,"45.606666666667, 4.073333333333",,En service,
ORANGE,2825177,UMTS 900,,43 rue de la Republique,,,42600,"45.606666666667, 4.073333333333",,En service,
ORANGE,2825177,5G NR 3500,,43 rue de la Republique,,,42600,"45.606666666667, 4.073333333333",,Techniquement opérationnel,
ORANGE,2825181,UMTS 900,Chêne Favrel,Rue du Chêne Favrel,,,76680,"49.658055555556, 1.273611111111",,Projet approuvé,
ORANGE,2825181,LTE 700,Chêne Favrel,Rue du Chêne Favrel,,,76680,"49.658055555556, 1.273611111111",,Projet approuvé,
ORANGE,2825181,LTE 800,Chêne Favrel,Rue du Chêne Favrel,,,76680,"49.658055555556, 1.273611111111",,Projet approuvé,
ORANGE,2825181,LTE 1800,Chêne Favrel,Rue du Chêne Favrel,,,76680,"49.658055555556, 1.273611111111",,Projet approuvé,
ORANGE,2825194,UMTS 900,La potardière,r du petit chesnau,Les Petits Champs,,49750,"47.298333333333, -.644444444444",,En service,
ORANGE,2825194,LTE 700,La potardière,r du petit chesnau,Les Petits Champs,,49750,"47.298333333333, -.644444444444",,En service,
ORANGE,2825194,LTE 800,La potardière,r du petit chesnau,Les Petits Champs,,49750,"47.298333333333, -.644444444444",,En service,
ORANGE,2825194,LTE 1800,La potardière,r du petit chesnau,Les Petits Champs,,49750,"47.298333333333, -.644444444444",,En service,
ORANGE,2825219,LTE 700,,CHEMIN DES PRUNIERS GARTEN,,,68320,"48.151111111111, 7.489166666667",,En service,
ORANGE,2825219,LTE 800,,CHEMIN DES PRUNIERS GARTEN,,,68320,"48.151111111111, 7.489166666667",,En service,
ORANGE,2825219,LTE 1800,,CHEMIN DES PRUNIERS GARTEN,,,68320,"48.151111111111, 7.489166666667",,En service,
ORANGE,2825219,UMTS 900,,CHEMIN DES PRUNIERS GARTEN,,,68320,"48.151111111111, 7.489166666667",,En service,
ORANGE,2825231,GSM 900,Les Vouroux,stade Jean Boudrie,Près D.105,,28110,"48.4425, 1.4525",,En service,
ORANGE,2825231,LTE 700,Les Vouroux,stade Jean Boudrie,Près D.105,,28110,"48.4425, 1.4525",,En service,
ORANGE,2825231,LTE 800,Les Vouroux,stade Jean Boudrie,Près D.105,,28110,"48.4425, 1.4525",,En service,
ORANGE,2825231,LTE 1800,Les Vouroux,stade Jean Boudrie,Près D.105,,28110,"48.4425, 1.4525",,En service,
ORANGE,2825231,LTE 2100,Les Vouroux,stade Jean Boudrie,Près D.105,,28110,"48.4425, 1.4525",,En service,
ORANGE,2825231,LTE 2600,Les Vouroux,stade Jean Boudrie,Près D.105,,28110,"48.4425, 1.4525",,En service,
ORANGE,2825231,UMTS 900,Les Vouroux,stade Jean Boudrie,Près D.105,,28110,"48.4425, 1.4525",,En service,
ORANGE,2825231,5G NR 3500,Les Vouroux,stade Jean Boudrie,Près D.105,,28110,"48.4425, 1.4525",,Techniquement opérationnel,
ORANGE,2825235,UMTS 900,Le Grand Pré,VC n°4 d'Elven à Trefflegan,,,56250,"47.7, -2.600833333333",,En service,
ORANGE,2825235,LTE 700,Le Grand Pré,VC n°4 d'Elven à Trefflegan,,,56250,"47.7, -2.600833333333",,En service,
ORANGE,2825235,LTE 800,Le Grand Pré,VC n°4 d'Elven à Trefflegan,,,56250,"47.7, -2.600833333333",,En service,
ORANGE,2825235,LTE 1800,Le Grand Pré,VC n°4 d'Elven à Trefflegan,,,56250,"47.7, -2.600833333333",,En service,
ORANGE,2825245,LTE 1800,La Rose,Proche route des brevonnes,,,1390,"45.96, 4.946666666667",,En service,
ORANGE,2825245,GSM 900,La Rose,Proche route des brevonnes,,,1390,"45.96, 4.946666666667",,En service,
ORANGE,2825245,LTE 700,La Rose,Proche route des brevonnes,,,1390,"45.96, 4.946666666667",,En service,
ORANGE,2825245,LTE 800,La Rose,Proche route des brevonnes,,,1390,"45.96, 4.946666666667",,En service,
ORANGE,2825245,UMTS 900,La Rose,Proche route des brevonnes,,,1390,"45.96, 4.946666666667",,En service,
ORANGE,2825249,LTE 700,La Rangaie,D93,La Pièce du Moulin,,85600,"47.006944444444, -1.288611111111",,En service,
ORANGE,2825249,LTE 800,La Rangaie,D93,La Pièce du Moulin,,85600,"47.006944444444, -1.288611111111",,En service,
ORANGE,2825249,LTE 1800,La Rangaie,D93,La Pièce du Moulin,,85600,"47.006944444444, -1.288611111111",,En service,
ORANGE,2825249,LTE 2100,La Rangaie,D93,La Pièce du Moulin,,85600,"47.006944444444, -1.288611111111",,En service,
ORANGE,2825249,LTE 2600,La Rangaie,D93,La Pièce du Moulin,,85600,"47.006944444444, -1.288611111111",,En service,
ORANGE,2825249,UMTS 900,La Rangaie,D93,La Pièce du Moulin,,85600,"47.006944444444, -1.288611111111",,En service,
DIGICEL,871847,LTE 1800,Belle Terre Est,RN 1,PK 3.4,,97355,"4.920833333333, -52.385555555556",,Projet approuvé,
DIGICEL,871847,LTE 2100,Belle Terre Est,RN 1,PK 3.4,,97355,"4.920833333333, -52.385555555556",,Projet approuvé,
DIGICEL,871847,LTE 2600,Belle Terre Est,RN 1,PK 3.4,,97355,"4.920833333333, -52.385555555556",,Projet approuvé,
ORANGE,2825681,LTE 2100,,chemin de la Roque,Résidence Roqueroll,,34430,"43.573888888889, 3.831388888889",,En service,
ORANGE,2825681,LTE 700,,chemin de la Roque,Résidence Roqueroll,,34430,"43.573888888889, 3.831388888889",,En service,
ORANGE,2825681,LTE 800,,chemin de la Roque,Résidence Roqueroll,,34430,"43.573888888889, 3.831388888889",,En service,
ORANGE,2825681,LTE 1800,,chemin de la Roque,Résidence Roqueroll,,34430,"43.573888888889, 3.831388888889",,En service,
ORANGE,2825681,LTE 2600,,chemin de la Roque,Résidence Roqueroll,,34430,"43.573888888889, 3.831388888889",,En service,
ORANGE,2825681,UMTS 900,,chemin de la Roque,Résidence Roqueroll,,34430,"43.573888888889, 3.831388888889",,En service,
ORANGE,2825681,5G NR 3500,,chemin de la Roque,Résidence Roqueroll,,34430,"43.573888888889, 3.831388888889",,Techniquement opérationnel,
ORANGE,2825685,LTE 2600,,96 BOULEVARD DES BATIGNOLLES,,,75017,"48.881666666667, 2.317222222222",,En service,
ORANGE,2825685,LTE 800,,96 BOULEVARD DES BATIGNOLLES,,,75017,"48.881666666667, 2.317222222222",,En service,
ORANGE,2825685,LTE 1800,,96 BOULEVARD DES BATIGNOLLES,,,75017,"48.881666666667, 2.317222222222",,En service,
ORANGE,2825685,LTE 2100,,96 BOULEVARD DES BATIGNOLLES,,,75017,"48.881666666667, 2.317222222222",,En service,
ORANGE,2825685,UMTS 900,,96 BOULEVARD DES BATIGNOLLES,,,75017,"48.881666666667, 2.317222222222",,En service,
ORANGE,2825710,LTE 700,Puech Courmiou,967 Chemin de Lescoularie,,,12170,"44.008888888889, 2.573611111111",,Projet approuvé,
ORANGE,2825710,LTE 800,Puech Courmiou,967 Chemin de Lescoularie,,,12170,"44.008888888889, 2.573611111111",,Projet approuvé,
ORANGE,2825710,UMTS 900,Puech Courmiou,967 Chemin de Lescoularie,,,12170,"44.008888888889, 2.573611111111",,Projet approuvé,
ORANGE,2825725,LTE 800,,164 Rue du Temple,Monoprix République,,75003,"48.866111111111, 2.361388888889",,En service,
ORANGE,2825725,LTE 1800,,164 Rue du Temple,Monoprix République,,75003,"48.866111111111, 2.361388888889",,En service,
ORANGE,2825725,LTE 2100,,164 Rue du Temple,Monoprix République,,75003,"48.866111111111, 2.361388888889",,En service,
ORANGE,2825725,LTE 2600,,164 Rue du Temple,Monoprix République,,75003,"48.866111111111, 2.361388888889",,En service,
ORANGE,2825725,UMTS 900,,164 Rue du Temple,Monoprix République,,75003,"48.866111111111, 2.361388888889",,En service,
DIGICEL,118386,UMTS 900,,25 r de la République,,,97122,"16.267222222222, -61.5875",,En service,
DIGICEL,118386,GSM 900,,25 r de la République,,,97122,"16.267222222222, -61.5875",,En service,
DIGICEL,118386,LTE 1800,,25 r de la République,,,97122,"16.267222222222, -61.5875",,En service,
DIGICEL,118386,LTE 2600,,25 r de la République,,,97122,"16.267222222222, -61.5875",,En service,
DIGICEL,118386,UMTS 2100,,25 r de la République,,,97122,"16.267222222222, -61.5875",,En service,
TELCO OI,2803253,LTE 2100,,15 RUE VICTOR HUGO,,,97420,"-20.936666666667, 55.305555555556",,Projet approuvé,
TELCO OI,2803253,GSM 900,,15 RUE VICTOR HUGO,,,97420,"-20.936666666667, 55.305555555556",,Projet approuvé,
TELCO OI,2803253,LTE 800,,15 RUE VICTOR HUGO,,,97420,"-20.936666666667, 55.305555555556",,Projet approuvé,
TELCO OI,2803253,LTE 1800,,15 RUE VICTOR HUGO,,,97420,"-20.936666666667, 55.305555555556",,Projet approuvé,
TELCO OI,2803253,LTE 2600,,15 RUE VICTOR HUGO,,,97420,"-20.936666666667, 55.305555555556",,Projet approuvé,
TELCO OI,2803253,UMTS 900,,15 RUE VICTOR HUGO,,,97420,"-20.936666666667, 55.305555555556",,Projet approuvé,
TELCO OI,2803253,5G NR 700,,15 RUE VICTOR HUGO,,,97420,"-20.936666666667, 55.305555555556",,Projet approuvé,
TELCO OI,2803253,UMTS 2100,,15 RUE VICTOR HUGO,,,97420,"-20.936666666667, 55.305555555556",,Projet approuvé,
TELCO OI,2803253,5G NR 3500,,15 RUE VICTOR HUGO,,,97420,"-20.936666666667, 55.305555555556",,Projet approuvé,
DIGICEL,479395,LTE 2100,Piton Ste Rose-Deshaies,Site TDF,,,97115,"16.331666666667, -61.761944444444",,Projet approuvé,
DIGICEL,538182,LTE 2100,Pointe Ferry le roux,Pylone TDF,RN2,,97126,"16.2725, -61.808611111111",,Projet approuvé,
DIGICEL,538182,LTE 2600,Pointe Ferry le roux,Pylone TDF,RN2,,97126,"16.2725, -61.808611111111",,Projet approuvé,
VITI SAS,2775777,LTE 800,Pamatai RFO,AUAE,,,98704,"-17.551666666667, -149.585",,Projet approuvé,
DIGICEL,1794378,LTE 1800,Terrain Glennie,Côté RN1-CD5,,,97355,"5.000555555556, -52.464444444444",,Projet approuvé,
DIGICEL,1794378,LTE 2100,Terrain Glennie,Côté RN1-CD5,,,97355,"5.000555555556, -52.464444444444",,Projet approuvé,
DIGICEL,1794378,LTE 2600,Terrain Glennie,Côté RN1-CD5,,,97355,"5.000555555556, -52.464444444444",,Projet approuvé,
DIGICEL,556644,LTE 2100,Arnouville,N1,TDF Délégation Territoriale,,97170,"16.225277777778, -61.593611111111",,Projet approuvé,
DIGICEL,556644,LTE 2600,Arnouville,N1,TDF Délégation Territoriale,,97170,"16.225277777778, -61.593611111111",,Projet approuvé,
FREE MOBILE,479688,LTE 2100,Le chemin de gentelles,R de Gentelles,D.168,,80440,"49.847777777778, 2.408055555556",,Projet approuvé,
FREE MOBILE,474139,LTE 2100,,Quartier Fourchon,hop général,,13280,"43.658333333333, 4.634166666667",,Projet approuvé,
FREE MOBILE,474145,LTE 2100,Mont de la Clape,Ch de la Couleuvre,,,11100,"43.153888888889, 3.064166666667",,Projet approuvé,
FREE MOBILE,474511,LTE 2100,Le Trénen,R des Marguerites,Terrain de rugby,,29280,"48.377777777778, -4.575555555556",,Projet approuvé,
FREE MOBILE,480660,LTE 2100,La Quemine,153 route d'Épinal,Le Poirier,,88000,"48.233611111111, 6.453333333333",,Projet approuvé,
FREE MOBILE,480725,LTE 2100,LA VILLE SAUVAGE,RN 20,,,91150,"48.404166666667, 2.121388888889",,Projet approuvé,
FREE MOBILE,474852,LTE 2100,,L'Hubac des Grands Clos,,,83170,"43.394166666667, 6.133333333333",,Projet approuvé,
FREE MOBILE,481148,LTE 2100,Les Fontinettes,chem rural de la grande fosse,près A26,Pylone TDF,2840,"49.5775, 3.701666666667",,Projet approuvé,
FREE MOBILE,481158,LTE 2100,LANGEVILLE,,,,37160,"46.943333333333, .728611111111",,Projet approuvé,
FREE MOBILE,487727,LTE 2100,,"6,8 R DE RIBISCIA",château d'eau,,22610,"48.840833333333, -3.138333333333",,Projet approuvé,
FREE MOBILE,489547,LTE 2100,LA GARDERIE,LE MARCHAIS BARNAULT,R INTERSEC D 952 ET N7,,45250,"47.655833333333, 2.737777777778",,Projet approuvé,
FREE MOBILE,481308,LTE 2100,LE MUSSUGUET,av Auguste Ingres/De Lattre de Tassigny,Opac Sud,,13470,"43.251666666667, 5.552222222222",,Projet approuvé,
FREE MOBILE,481920,LTE 2100,KERADENNEC,,,,29250,"48.691944444444, -4.005555555556",,Projet approuvé,
FREE MOBILE,492102,LTE 2100,Les Ebzettes,chem rural n°1,Déchetterie Municipale,,41350,"47.6025, 1.446388888889",,Projet approuvé,
FREE MOBILE,492118,LTE 2100,LA CAVEE FORTIN,PRES DE LA RD 137,STADE MUNICIPAL,,60250,"49.311666666667, 2.349722222222",,Projet approuvé,
FREE MOBILE,469982,LTE 2100,Les Grèves,Ancienne route de Troyes,,,89100,"48.189444444444, 3.321666666667",,Projet approuvé,
FREE MOBILE,475233,LTE 2100,,r du Dr Brémond,HLM LE VILLAGE,,83780,"43.534166666667, 6.397222222222",,Projet approuvé,
FREE MOBILE,470436,LTE 2100,,CHEM RURAL DES MEUNIERS,,,60600,"49.403055555556, 2.373611111111",,Projet approuvé,
FREE MOBILE,475415,LTE 2100,LES BASSES RIBES,PRES DE LA D25-ROUTE DU MUY,,,83120,"43.336388888889, 6.611666666667",,Projet approuvé,
FREE MOBILE,482511,LTE 2100,Le Champ Long,Près D.520,,,3110,"46.179722222222, 3.341111111111",,Projet approuvé,
FREE MOBILE,465212,LTE 2100,CHAMP DE LEPINE,,,,35690,"48.130277777778, -1.556944444444",,Projet approuvé,
FREE MOBILE,475729,LTE 2100,mont st jean,chem des chataigniers,,,90200,"47.749722222222, 6.828055555556",,Projet approuvé,
FREE MOBILE,465738,LTE 2100,Les Bourdettes,chem de la teulière,GR.653,,64230,"43.335277777778, -.409722222222",,Projet approuvé,
FREE MOBILE,471263,LTE 2100,,Z.A Gloriette,R.N 92,,38160,"45.135833333333, 5.294166666667",,Projet approuvé,
FREE MOBILE,476337,LTE 2100,La Côte Mahout,"réservoir, chem de melette",Station TDF de CHALONS SUR MARNE 3,,51000,"48.978888888889, 4.412222222222",,Projet approuvé,
FREE MOBILE,483453,LTE 2100,La Fontaine Blanche,,,,29470,"48.370833333333, -4.358055555556",,Projet approuvé,
FREE MOBILE,465812,LTE 2100,BRENNWALD,CHEM DU GUSTIBERG,,,68121,"47.8925, 6.941388888889",,Projet approuvé,
FREE MOBILE,465869,LTE 2100,LES JABOTS,RN 79,PROCHE ETANG DE LA DAME,,3400,"46.579722222222, 3.382222222222",,Projet approuvé,
FREE MOBILE,465979,LTE 2100,Mas des Bessins,D.5E - La déchetterie,Pylône Bouygues Telecom,,38410,"45.1225, 5.804166666667",,Projet approuvé,
FREE MOBILE,471492,LTE 2100,,chem de rousset,Montée de la biarde,SALLE DES SPORTS,38080,"45.591666666667, 5.22",,Projet approuvé,
FREE MOBILE,476554,LTE 2100,,chem st martin,site F.T,,71400,"46.959722222222, 4.303333333333",,Projet approuvé,
FREE MOBILE,471643,LTE 2100,,Allée Diane de Poitiers,Station de Pompage,,42170,"45.493888888889, 4.24",,Projet approuvé,
FREE MOBILE,466522,LTE 2100,,680 r de peyrehitte,,,65300,"43.100277777778, .377777777778",,Projet approuvé,
FREE MOBILE,477493,LTE 2100,Les Pouges,chem communal,,,19330,"45.308888888889, 1.690555555556",,Projet approuvé,
FREE MOBILE,484647,LTE 2100,Bois du Crapaud,Près A20,,,36250,"46.7625, 1.635833333333",,Projet approuvé,
FREE MOBILE,467099,LTE 2100,Meunier Noir,CR Chevelin,,,2880,"49.409444444444, 3.336388888889",,Projet approuvé,
FREE MOBILE,473068,LTE 2100,Sous le Clos,Parc d'Activité de la Drize,,,74160,"46.145555555556, 6.143055555556",,Projet approuvé,
FREE MOBILE,468051,LTE 2100,Serre Rouge,,,,84110,"44.273888888889, 5.085833333333",,Projet approuvé,
FREE MOBILE,468338,LTE 2100,La Clotée,Chemin d'Isengeaud,,,77580,"48.858055555556, 2.869166666667",,Projet approuvé,
FREE MOBILE,473798,LTE 2100,La Martinerie,rte de st-germain,,,12100,"44.130833333333, 3.058055555556",,Projet approuvé,
FREE MOBILE,478815,LTE 2100,Le Moulin des Chaussières,r de dion bouton,ZI Les Ajoncs,,85000,"46.693055555556, -1.369722222222",,Projet approuvé,
FREE MOBILE,486538,LTE 2100,Kertanguy,,,,29700,"47.983888888889, -4.192777777778",,Projet approuvé,
FREE MOBILE,486551,LTE 2100,La Fontaine St-Meud,Voie communale,,,71210,"46.718055555556, 4.447222222222",,Projet approuvé,
FREE MOBILE,468647,LTE 2100,Bois de Brigaumont,,,,70400,"47.646388888889, 6.773055555556",,Projet approuvé,
FREE MOBILE,449535,LTE 2100,COTE PEHAU,,,,64290,"43.241111111111, -.388055555556",,Projet approuvé,
FREE MOBILE,463596,LTE 2100,Batzenthaler Hof,R. de la Mine de Rochonvilliers,R. de la Source,,57440,"49.378611111111, 6.061111111111",,Projet approuvé,
FREE MOBILE,463636,LTE 2100,Le Prè bullafère,R DENIS PAPIN,pres de ech a 43,SENS PROVINCE PARIS,73290,"45.602777777778, 5.880833333333",,Projet approuvé,
FREE MOBILE,453001,LTE 2100,TY DON,R HENT KERJOLY,,,29950,"47.925277777778, -4.0825",,Projet approuvé,
FREE MOBILE,453025,LTE 2100,Taffeneau,Centre de compostage,,,85180,"46.514166666667, -1.703333333333",,Projet approuvé,
FREE MOBILE,453070,LTE 2100,,R DU CHEVREFEUILLE,,,36130,"46.860555555556, 1.670555555556",,Projet approuvé,
FREE MOBILE,457934,LTE 2100,Les Charmes,ZA Les Charmes,,,63200,"45.874166666667, 3.129722222222",,Projet approuvé,
FREE MOBILE,458719,LTE 2100,LES GRANDS FONDS,,,,69210,"45.817777777778, 4.613055555556",,Projet approuvé,
FREE MOBILE,464062,LTE 2100,KÉRIVOAL,,,,29400,"48.516944444444, -4.052222222222",,Projet approuvé,
FREE MOBILE,453341,LTE 2100,BELLERIVE,,,,81000,"43.942222222222, 2.169722222222",,Projet approuvé,
FREE MOBILE,459133,LTE 2100,Les Briquemeaux,Ch de la Levrerie,,,45500,"47.694722222222, 2.661388888889",,Projet approuvé,
FREE MOBILE,464101,LTE 2100,PORS AN NEY,,,,22300,"48.770555555556, -3.473333333333",,Projet approuvé,
FREE MOBILE,453495,LTE 2100,LE CAZIER,R D'ECOSSE(EN BOUT DE RUE),,,59116,"50.692222222222, 2.903888888889",,Projet approuvé,
FREE MOBILE,453513,LTE 2100,PIC DE L'OURS,site TDF,"terrasse, bat et tour",,83530,"43.476111111111, 6.905555555556",,Projet approuvé,
FREE MOBILE,458591,LTE 2100,RUÉJOULS,,,,12500,"44.515833333333, 2.7625",,Projet approuvé,
FREE MOBILE,458704,LTE 2100,SUR FRAICUL,,,,55000,"48.785555555556, 5.128611111111",,Projet approuvé,
FREE MOBILE,459146,LTE 2100,,Seignac,,,19150,"45.243888888889, 1.768333333333",,Projet approuvé,
FREE MOBILE,464709,LTE 2100,La Poterie,,,,41100,"47.790833333333, 1.087777777778",,Projet approuvé,
FREE MOBILE,446149,LTE 2100,QUARTIER GRANAUD,pl du marché,CTRE DE SECOURS,,13103,"43.783333333333, 4.735555555556",,Projet approuvé,
FREE MOBILE,446172,LTE 2100,LES FOURCHES,RTE DE LA CROISÉE,RVOIR,,74200,"46.353888888889, 6.4375",,Projet approuvé,
FREE MOBILE,446211,LTE 2100,LA SIMONIÉ,,,,81100,"43.658333333333, 2.304444444444",,Projet approuvé,
FREE MOBILE,459435,LTE 2100,CIME DE PIETRA PINZUTA,Réémetteur TDF de SANTA MARIA DI LOTA 2,,,20222,"42.755, 9.463888888889",,Projet approuvé,
FREE MOBILE,449649,LTE 2100,CASTERA,RTE DU BOIS,D 215,,64510,"43.255555555556, -.287777777778",,Projet approuvé,
FREE MOBILE,446270,LTE 2100,Le Long Bois,C.D. 23,,,90120,"47.553333333333, 6.937222222222",,Projet approuvé,
FREE MOBILE,446317,LTE 2100,Les Vignaux,chemin de la Serre,,,64230,"43.360277777778, -.468055555556",,Projet approuvé,
FREE MOBILE,450125,LTE 2100,,RTE CONGENIES,PYLONE FT,CLAPAS,30250,"43.757777777778, 4.149722222222",,Projet approuvé,
FREE MOBILE,454443,LTE 2100,la Barbotterie,Station Hertzienne d'Antran,D 43,,86100,"46.904722222222, .526388888889",,Projet approuvé,
FREE MOBILE,454711,LTE 2100,La Borde,7 che du Château d'eau,,,24100,"44.875277777778, .548888888889",,Projet approuvé,
FREE MOBILE,454748,LTE 2100,Serres Municipales,chemin tortiot,,,18000,"47.071666666667, 2.361666666667",,Projet approuvé,
FREE MOBILE,446708,LTE 2100,Barrot,chem de barrot,,,7260,"44.493055555556, 4.283611111111",,Projet approuvé,
FREE MOBILE,454940,LTE 2100,LA COCONIÈRE,RTE DE VINS,,,83170,"43.421388888889, 6.110555555556",,Projet approuvé,
FREE MOBILE,460842,LTE 2100,PARC AR GROAS,,,,22200,"48.563611111111, -3.1875",,Projet approuvé,
FREE MOBILE,447415,LTE 2100,La Pélière,r des ecoliers,,,88580,"48.232222222222, 6.948055555556",,Projet approuvé,
FREE MOBILE,447440,LTE 2100,MONTAGNE DE ROC,,,,60940,"49.310555555556, 2.536388888889",,Projet approuvé,
FREE MOBILE,447721,LTE 2100,BOIS DE FERRIERES,Ancien Reservoir D Eau,,,76220,"49.477222222222, 1.753055555556",,Projet approuvé,
FREE MOBILE,461702,LTE 2100,LE CAMPORIOL,LE DEVEN,,,13116,"43.678888888889, 5.159444444444",,Projet approuvé,
FREE MOBILE,455860,LTE 2100,,501 CHEM DES VENDANGEURS,ZA  La Bourdette,,9100,"43.089722222222, 1.63",,Projet approuvé,
FREE MOBILE,461865,LTE 2100,La Borde,Rte de Chevry - RD 216,LA FERME DE LA BORDE,,77170,"48.7075, 2.625277777778",,Projet approuvé,
FREE MOBILE,461999,LTE 2100,LA MONTAGNE,CHEM RURAL N°63 - VOIRIE DU MONTOIR,,,95270,"49.101666666667, 2.412222222222",,Projet approuvé,
FREE MOBILE,451268,LTE 2100,LA PASSIONNETTE,CHEM RURAL N° 16 DIT DU CHÂTELET,,,60750,"49.438333333333, 2.8875",,Projet approuvé,
FREE MOBILE,447904,LTE 2100,Mas de Seigne-Montarnaud,Chemin des Adouses,,,38200,"45.527777777778, 4.89",,Projet approuvé,
FREE MOBILE,462395,LTE 2100,Le Buisson d'Arrabloy,Le Clos-dit,Tour Hertzienne d'Arrabloy,,45500,"47.694444444444, 2.714722222222",,Projet approuvé,
FREE MOBILE,451412,LTE 2100,DESSUS DU PAVÉ,CD 129,La Maison Blanche,,59530,"50.294722222222, 3.631666666667",,Projet approuvé,
FREE MOBILE,456241,LTE 2100,Tounis,Av des Pyrénées,"HLM Rochebrune,BAT c",,47520,"44.182222222222, .603611111111",,En service,
FREE MOBILE,456260,LTE 2100,CAPITELLES,Tour  Hertzienne TDF,,,30000,"43.877777777778, 4.353611111111",,Projet approuvé,
FREE MOBILE,456292,LTE 2100,Mont Chenevière,Tour DVRN Htz Perrigny,,,39570,"46.666944444444, 5.601666666667",,Projet approuvé,
FREE MOBILE,462423,LTE 2100,PARC TURGLOAN,,,,22220,"48.801111111111, -3.236388888889",,Projet approuvé,
